id,created_at,source,original_text,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries 
1238170391828254720,Thu Mar 12 18:30:00 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Bollyhungama: #KareenaKapoorKhan is a fan of slow motion videos, we have proof #AngreziMedium 

https://t.co/ayWcjFxuXz",en,0,7,ADIL786MEMON,False,"KareenaKapoorKhan, AngreziMedium",Bollyhungama,,India
1238170208352829441,Thu Mar 12 18:29:16 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @taran_adarsh: #Update: #AngreziMedium is releasing tomorrow [13 March 2020] in #India, as per schedule.",en,0,141,SHOeB229,,"Update, AngreziMedium, India",taran_adarsh,,
1238170093076398080,Thu Mar 12 18:28:48 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @taran_adarsh: #Update: #AngreziMedium is releasing tomorrow [13 March 2020] in #India, as per schedule.",en,0,141,ADianPravin,,"Update, AngreziMedium, India",taran_adarsh,,"Mumbai, India"
1238170051896725504,Thu Mar 12 18:28:39 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Showbiz_IT: #AngreziMedium Movie Review: #Irrfan and #RadhikaMadan make us laugh and cry with them
https://t.co/FuVL7w5bNu",en,0,1,ShDivyanshi,False,"AngreziMedium, Irrfan, RadhikaMadan",Showbiz_IT,,
1238170000462090243,Thu Mar 12 18:28:26 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @aavishhkar: #AngreziMedium is releasing tomorrow only. No any date shifts. I'll watch it for sure taking all necessary precautions but…,en,0,7,SHOeB229,,AngreziMedium,aavishhkar,,
1238169392795418624,Thu Mar 12 18:26:01 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#AngreziMedium is releasing tomorrow only. No any date shifts. I'll watch it for sure taking all necessary precauti… https://t.co/nh5zM2a7yr,en,95,7,aavishhkar,,AngreziMedium,,,"Mumbai, India"
1238169300025798657,Thu Mar 12 18:25:39 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @rajbansal9: Postponement of #Suryavanshi is a good decision. The new release date should be announced only after watching the #coronavi…,en,0,12,Itstanujmehra,,Suryavanshi,rajbansal9,,"New Delhi, India"
1238169289154129921,Thu Mar 12 18:25:37 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",".@radhikamadan01 paints a colourful picture with her 'sharara' during #AngreziMedium promotions 
#RadhikaMadan
https://t.co/lofAu3zSGv",en,3,0,latestly,False,"AngreziMedium, RadhikaMadan",radhikamadan01,,"Mumbai, India"
1238169264281899009,Thu Mar 12 18:25:31 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Kareena Kapoor Khan as Naina Kohli has a startling screen presence, despite her character’s limited screen time.""… https://t.co/hIulxR53f6",en,158,20,KareenaUpdates,False,,,,Worldwide (Malaysia)
1238169256765739008,Thu Mar 12 18:25:29 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @taran_adarsh: #Update: #AngreziMedium is releasing tomorrow [13 March 2020] in #India, as per schedule.",en,0,141,soluchanlover,,"Update, AngreziMedium, India",taran_adarsh,,
1238169201182830592,Thu Mar 12 18:25:16 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Ciara2460: ""In one fabulously enacted sequence we see how angry mom Dimple Kapadia and daughter Kareena Kapoor are with one another. I…",en,0,10,Kareenandini,,,Ciara2460,,India
1238169187849080837,Thu Mar 12 18:25:13 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @taran_adarsh: #Update: #AngreziMedium is releasing tomorrow [13 March 2020] in #India, as per schedule.",en,0,141,Kinu18840147,,"Update, AngreziMedium, India",taran_adarsh,,
1238169184481103872,Thu Mar 12 18:25:12 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @taran_adarsh: #Update: #AngreziMedium is releasing tomorrow [13 March 2020] in #India, as per schedule.",en,0,141,BABAYAG90306209,,"Update, AngreziMedium, India",taran_adarsh,,
1238169181696094208,Thu Mar 12 18:25:11 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Ciara2460: ""Kareena Kapoor Khan as Naina Kohli has a startling screen presence, despite her character’s limited screen time."" - @mygood…",en,0,10,Kareenandini,,,Ciara2460,,India
1238169171910742016,Thu Mar 12 18:25:09 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @taran_adarsh: #Update: #AngreziMedium is releasing tomorrow [13 March 2020] in #India, as per schedule.",en,0,141,DuttMukesh1,,"Update, AngreziMedium, India",taran_adarsh,,"Gujarat, India"
1238169167217315840,Thu Mar 12 18:25:08 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",.@_PVRCinemas @PVRSupport Why are there no shows for #AngreziMedium in Ghaziabad/Noida?,en,1,0,aarnavg17,,AngreziMedium,"_PVRCinemas, PVRSupport",,New Delhi/Hong Kong
1238169067678294020,Thu Mar 12 18:24:44 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @taran_adarsh: #Update: #AngreziMedium is releasing tomorrow [13 March 2020] in #India, as per schedule.",en,0,141,NandyAsmita,,"Update, AngreziMedium, India",taran_adarsh,,"Kolkata, India"
1238168992205787136,Thu Mar 12 18:24:26 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @taran_adarsh: #Update: #AngreziMedium is releasing tomorrow [13 March 2020] in #India, as per schedule.",en,0,141,ronnythetiger02,,"Update, AngreziMedium, India",taran_adarsh,,"Mumbai, India"
1238168971863404545,Thu Mar 12 18:24:21 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Kareena Kapoor Khan as Naina Kohli has a startling screen presence, despite her character’s limited screen time.""… https://t.co/VFtZpJqzUD",en,7,10,Ciara2460,False,,,,
1238168932831428608,Thu Mar 12 18:24:12 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BollySpy: Effortlessly Stylish 🤗 😇
#UrvashiRautela At The #Screening Of #AngreziMedium 

@UrvashiRautela #Bollywood #BollywoodNews #Bol…",en,0,4,UrvashiKiDuniya,,"UrvashiRautela, Screening, AngreziMedium, Bollywood, BollywoodNews","BollySpy, UrvashiRautela",,India
1238168715390148608,Thu Mar 12 18:23:20 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Update: #AngreziMedium is releasing tomorrow [13 March 2020] in #India, as per schedule.",en,0,0,DirectorRahulRK,,"Update, AngreziMedium, India",,,Mumbai
1238168673048621056,Thu Mar 12 18:23:10 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Update: #AngreziMedium is releasing tomorrow [13 March 2020] in #India, as per schedule.",en,3699,141,taran_adarsh,,"Update, AngreziMedium, India",,,"Mumbai, India"
1238168664131530754,Thu Mar 12 18:23:08 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Bollyhungama: #KareenaKapoorKhan is a fan of slow motion videos, we have proof #AngreziMedium 

https://t.co/ayWcjFxuXz",en,0,7,MegaStarKareena,False,"KareenaKapoorKhan, AngreziMedium",Bollyhungama,,India 🇮🇳 
1238168055521226752,Thu Mar 12 18:20:43 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @KareenaUpdates: ""Kareena Kapoor Khan will make you realise the importance of a family. Her role is such that you will find her rude at…",en,0,22,MegaStarKareena,,,KareenaUpdates,,India 🇮🇳 
1238167616834826241,Thu Mar 12 18:18:58 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Ciara2460: ""Kareena Kapoor Khan will make you realise the importance of a family. Her role is such that you will find her rude at the s…",en,0,13,MegaStarKareena,,,Ciara2460,,India 🇮🇳 
1238166887705513986,Thu Mar 12 18:16:04 +0000 2020,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",".
. .
تقييمكم لفيلم : 
.
.

#AngreziMedium
.
.
.

#انجريزي_ميديو

. 
.
.

تاريخ الاصدار:
الجمعه  13 مارس 2020

.
.… https://t.co/n2IuSThErW",ar,0,0,BollywoodArabi,False,"AngreziMedium, انجريزي_ميديو",,,المملكة العربية السعودية
1238166259675660289,Thu Mar 12 18:13:34 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TheSidMathur: #AngreziMediumReview 

RATING ⭐️⭐️⭐️⭐️

- Top Performances.
- Brilliant Direction
- Engaging Story
- Decent Screenplay

F…",en,0,51,moviesbuzzzz,,AngreziMediumReview,TheSidMathur,,"Dubai, United Arab Emirates"
1238165852676997120,Thu Mar 12 18:11:57 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @pinkvilla: Damn! Kareena Kapoor Khan's slow-mo walk is too cool to handle 😎🤩

#KareenaKapoorKhan #AngreziMedium #KareenaKapoor https://…",en,0,12,PradeepHRx,,"KareenaKapoorKhan, AngreziMedium, KareenaKapoor",pinkvilla,,"Andhra Pradesh, India"
1238165730681663492,Thu Mar 12 18:11:28 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KareenaUpdates: ""In one fabulously enacted sequence we see how angry mom Dimple Kapadia and daughter Kareena Kapoor are with one anothe…",en,0,22,KareenaFan4Ever,,,KareenaUpdates,,Kareena Kapoor Khan's Universe
1238164971655172098,Thu Mar 12 18:08:27 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @InCredFin: Congratulations to the winners of the ‘Angrezi mei kehte hai’ contest.
.
We thank everyone for your enthusiastic participati…",en,0,5,ramyavellanki,,,InCredFin,,"Hyderabad, India"
1238164953519009794,Thu Mar 12 18:08:23 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KareenaUpdates: ""Kareena Kapoor Khan has a small role but she leaves a mark with her strong performance."" - @EasternEye

#AngreziMedium…",en,0,32,pyali_payal,,AngreziMedium,"KareenaUpdates, EasternEye",,india
1238164165480472577,Thu Mar 12 18:05:15 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @SacnilkEntmt: Arvind Kejriwal: All cinema halls to remain shut in Delhi till 31st March. Schools and colleges where exams are not being…,en,0,4,sachinzachs,,,SacnilkEntmt,,"Indore, India"
1238163994789048321,Thu Mar 12 18:04:34 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Congratulations to the winners of the ‘Angrezi mei kehte hai’ contest.
.
We thank everyone for your enthusiastic pa… https://t.co/vYo0FOIaTK",en,14,5,InCredFin,False,,,,India
1238161298321338369,Thu Mar 12 17:53:52 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Bollyhungama: #KareenaKapoorKhan is a fan of slow motion videos, we have proof #AngreziMedium 

https://t.co/ayWcjFxuXz",en,0,7,SantoshWankhe14,False,"KareenaKapoorKhan, AngreziMedium",Bollyhungama,,India
1238160734477058048,Thu Mar 12 17:51:37 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @kamaalrkhan: #coronavirus is declared as Pandemic by #WHO! Government is planning to close theatres all over India soon! I have decided…,en,0,13,Rashid7ae,,"coronavirus, WHO",kamaalrkhan,,
1238160473180082177,Thu Mar 12 17:50:35 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @zindagiwidricha: कल अंग्रेज़ी मीडियम रिलीज़ हो रही है.. आइए उसके एक किरदार से मिलते हैं जो हिंदी मीडियम में @irrfank को गरीबी सिखाता है…,hi,0,7,munna96789827,False,,"zindagiwidricha, irrfank",,"Ghazipur, U.P"
1238159972694814726,Thu Mar 12 17:48:36 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Tiger4rlife: #Baaghi3 now has a 3 week free run 😋 #Angrezimedium is a mutliplex oriented film so no question of whether or not it will…,en,0,8,Kisankumarrout3,,"Baaghi3, Angrezimedium",Tiger4rlife,,"भुवनेश्वर, भारत"
1238157625881014273,Thu Mar 12 17:39:16 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Bollyhungama: #KareenaKapoorKhan is a fan of slow motion videos, we have proof #AngreziMedium 

https://t.co/ayWcjFxuXz",en,0,7,Pragya88646893,False,"KareenaKapoorKhan, AngreziMedium",Bollyhungama,,
1238157383999733760,Thu Mar 12 17:38:18 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @pinkvilla: #Coronavirus Scare: Delhi theatres shutdown to IMPACT #AngreziMedium, #Sooryavanshi BO; postponing release ideal 

https://t…",en,0,58,Purva007,,"Coronavirus, AngreziMedium, Sooryavanshi",pinkvilla,,India
1238157061726171136,Thu Mar 12 17:37:02 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SRKsAnshiiii: The power he holds and his references in every other movie🚩 @iamsrk 
#AngreziMedium https://t.co/UBuZqhs7EM",en,0,70,Bharat_J_SRKian,False,AngreziMedium,"SRKsAnshiiii, iamsrk",,36 KM Away from MANNAT
1238156989835776000,Thu Mar 12 17:36:44 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Bollyhungama: #KareenaKapoorKhan is a fan of slow motion videos, we have proof #AngreziMedium 

https://t.co/ayWcjFxuXz",en,0,7,chopra_pragya,False,"KareenaKapoorKhan, AngreziMedium",Bollyhungama,,"Rajouri Garden, New Delhi"
1238156577628016640,Thu Mar 12 17:35:06 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Tiger4rlife: #Baaghi3 now has a 3 week free run 😋 #Angrezimedium is a mutliplex oriented film so no question of whether or not it will…,en,0,8,KunalKu61685829,,"Baaghi3, Angrezimedium",Tiger4rlife,,भारत
1238155704441008128,Thu Mar 12 17:31:38 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",guys it's a secret news. they can't say this in public but they care for you that's why they've given me this secre… https://t.co/nwHxkqyW1O,en,1,0,TheSecretHumour,,,,,
1238155527877578752,Thu Mar 12 17:30:56 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @pinkvilla: #Coronavirus Scare: Delhi theatres shutdown to IMPACT #AngreziMedium, #Sooryavanshi BO; postponing release ideal 

https://t…",en,0,58,navjot08395224,,"Coronavirus, AngreziMedium, Sooryavanshi",pinkvilla,,
1238155393907355649,Thu Mar 12 17:30:24 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",People is me 😂 #Grammarnazi  #EnglishMedium #AngreziMedium https://t.co/187GkkS1tk,en,7,3,behad_nautanki,False,"Grammarnazi, EnglishMedium, AngreziMedium",,,"Pune, India"
1238155367634239488,Thu Mar 12 17:30:18 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Ciara2460: ""Kareena Kapoor Khan has a small role but she leaves a mark with her strong performance."" - @EasternEye

#AngreziMedium #Ang…",en,0,22,bebolaaa,,AngreziMedium,"Ciara2460, EasternEye",,Republic of Mauritius
1238155294456393728,Thu Mar 12 17:30:00 +0000 2020,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","अंग्रेजी में कहते है: Watch #AngreziMedium from tomorrow in your nearest theaters!

#CarnivalMovieNetwork… https://t.co/PVAwKpvHUT",en,1,0,NetworkCarnival,False,"AngreziMedium, CarnivalMovieNetwork",,,Mumbai
1238155292640030720,Thu Mar 12 17:30:00 +0000 2020,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>","#KareenaKapoorKhan is a fan of slow motion videos, we have proof #AngreziMedium 

https://t.co/ayWcjFxuXz",en,67,7,Bollyhungama,False,"KareenaKapoorKhan, AngreziMedium",,,
1238154840452153344,Thu Mar 12 17:28:12 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KareenaUpdates: ""Kareena Kapoor Khan will make you realise the importance of a family. Her role is such that you will find her rude at…",en,0,22,Debakar96,,,KareenaUpdates,,"Kolkata, India"
1238154834626281472,Thu Mar 12 17:28:11 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KareenaUpdates: ""In one fabulously enacted sequence we see how angry mom Dimple Kapadia and daughter Kareena Kapoor are with one anothe…",en,0,22,Debakar96,,,KareenaUpdates,,"Kolkata, India"
1238154754712170496,Thu Mar 12 17:27:51 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","so guys due to #coronavirusinindia break down, kindly don't go to any public gathering or movie theatre. It can end… https://t.co/c7IGqJR0KO",en,1,0,TheSecretHumour,,coronavirusinindia,,,
1238154617873035265,Thu Mar 12 17:27:19 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Nilzrav: #AngreziMedium therefore becomes the last release of the month tomorrow until March 31st. No big deal on #Sooryavanshi getting…,en,0,14,Itz_Ajju,,"AngreziMedium, Sooryavanshi",Nilzrav,,"Maharashtra, India"
1238154569659461633,Thu Mar 12 17:27:07 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Finally state governments waking up to the risk stinky shady #theatre pose. Time for digital release of #movies… https://t.co/X6lS2s7Kio,en,1,0,SharadTater,False,"theatre, movies",,,"Mumbai, India"
1238154463325515777,Thu Mar 12 17:26:42 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@InCredFin #ContestAlert #AngreziMedium #InCres 
@InCredFin
Tagging them @RaviKhemka6  @vishalokhanna @Shraddh84128600 @karan875",en,1,0,RaviKhemka7,,"ContestAlert, AngreziMedium, InCres","InCredFin, InCredFin, RaviKhemka6, vishalokhanna, Shraddh84128600, karan875",,"कोलकाता, भारत"
1238154203387678720,Thu Mar 12 17:25:40 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @InCredFin: #ContestAlert #AngreziMedium 
Tag two friends with whom you would like to study abroad. 🎓 👩‍🎓👨‍🎓 .
.
Rules:
1. Follow and li…",en,0,131,RaviKhemka7,,"ContestAlert, AngreziMedium",InCredFin,,"कोलकाता, भारत"
1238154151982440448,Thu Mar 12 17:25:28 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CloutNewsMedia: 📸 : @BarunSobtiSays &amp; @iRidhiDogra snapped at the special screening of #AngreziMedium today.

#BarunSobti #ridhidogra h…",en,0,77,SultanaShikho,,"AngreziMedium, BarunSobti, ridhidogra","CloutNewsMedia, BarunSobtiSays, iRidhiDogra",,Syria _ Aleppo 
1238153383258673152,Thu Mar 12 17:22:25 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @VeekeezMedia: #AngreziMedium Movie Review: Irrfan Khan Hits The Right Chord With His Moving Performance! https://t.co/CcVLEzIrDD https:…,en,0,2,PravinSeta,False,AngreziMedium,VeekeezMedia,,"Mumbai, India"
1238153139125026816,Thu Mar 12 17:21:26 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Ciara2460: ""The surprise element is Kareena who lights up the screen with six scenes, making you want more."" - @PeepingMoon

#AngreziMe…",en,0,35,OBharali,,,"Ciara2460, PeepingMoon",,"assam,India "
1238152303707926533,Thu Mar 12 17:18:07 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Prediction #Film
#Angrezimedium- 3.5/5
Releasing date- 13 March 2020
Budget- 22cr.
Genre- Social comedy drama
-A n… https://t.co/SMqkjZZmit",en,0,0,Rohitkh54556202,,"Prediction, Film, Angrezimedium",,,"Indore, India"
1238151948206878721,Thu Mar 12 17:16:42 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SumitkadeI: #AngreziMedium  to suffer great loss due to it &amp; its official now that every upcoming march release will get postponed.,en,0,18,SalekeenA,,AngreziMedium,SumitkadeI,,
1238151397247348736,Thu Mar 12 17:14:31 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @UrvashiRautela: #Angrezimedium Is such a Passionate and a sincere Film!! cherished It!!❤️❤️ Such a Beautifully Skilled Story!! #HomiAda…,en,0,24,Rohitinfo02,,Angrezimedium,UrvashiRautela,,"Chhapra, India"
1238151279030857730,Thu Mar 12 17:14:03 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KareenaUpdates: ""In one fabulously enacted sequence we see how angry mom Dimple Kapadia and daughter Kareena Kapoor are with one anothe…",en,0,22,OBharali,,,KareenaUpdates,,"assam,India "
1238151274400329728,Thu Mar 12 17:14:02 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @BrijwaSrk: #Baaghi3 released when Coronavirus was just flexing its muscles..
But now its a major issue.
Baaghi 3 suffered for sure.. an…",en,0,4,Aryan_K_singh,,Baaghi3,BrijwaSrk,,
1238151211519332353,Thu Mar 12 17:13:47 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KareenaUpdates: ""Kareena Kapoor Khan will make you realise the importance of a family. Her role is such that you will find her rude at…",en,0,22,OBharali,,,KareenaUpdates,,"assam,India "
1238150924431790082,Thu Mar 12 17:12:38 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @dna: #CoronavirusPandemic: '#AngreziMedium', '#Sooryavanshi' to be hit as #Delhi CM shuts down theatres till March 31 

https://t.co/1o…",en,0,2,HasanuddinAnsa2,,"CoronavirusPandemic, AngreziMedium, Sooryavanshi, Delhi",dna,,mumbai
1238150480393457664,Thu Mar 12 17:10:52 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Krk beatiful song - https://t.co/YoaguGUOSm
#BheegeChunarWaliSana
#Bollywood #CoronaVirusUpdate #quote #TihadiJihad… https://t.co/DYpFyiJwil",en,1,0,jagpaljareda,False,"BheegeChunarWaliSana, Bollywood, CoronaVirusUpdate, quote, TihadiJihad",,,"Chandigarh, India"
1238150259445923840,Thu Mar 12 17:10:00 +0000 2020,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Check out the review of Angrezi Medium.

#AngreziMedium #IrfanKhan #TellyChakkar

https://t.co/WJvWAtQHjD",en,5,0,tellychakkar,False,"AngreziMedium, IrfanKhan, TellyChakkar",,,"Mumbai, India"
1238149835280330754,Thu Mar 12 17:08:19 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Angel2335173787: #BarunSobti and @iRidhiDogra at screening of #AngreziMedium 
@BarunSobtiSays 
Cr @CloutNewsMedia https://t.co/lzmj8NPP…",en,0,5,MikoMno,,"BarunSobti, AngreziMedium","Angel2335173787, iRidhiDogra, BarunSobtiSays, CloutNewsMedia",,"London, England"
1238149795761385472,Thu Mar 12 17:08:09 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Delhi pvr me #AngreziMedium ka Advance chalu hai

Kaun bola theater close hai",en,0,0,ADianPravin,,AngreziMedium,,,"Mumbai, India"
1238149537274851328,Thu Mar 12 17:07:08 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @dna: #CoronavirusPandemic: '#AngreziMedium', '#Sooryavanshi' to be hit as #Delhi CM shuts down theatres till March 31 

https://t.co/1o…",en,0,2,MANISHK90336236,,"CoronavirusPandemic, AngreziMedium, Sooryavanshi, Delhi",dna,,sd card
1238148612053274624,Thu Mar 12 17:03:27 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KareenaUpdates: ""In one fabulously enacted sequence we see how angry mom Dimple Kapadia and daughter Kareena Kapoor are with one anothe…",en,0,22,KapoorKareena99,,,KareenaUpdates,,
1238148558450077696,Thu Mar 12 17:03:14 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @UrvashiRautela: #Angrezimedium Is such a Passionate and a sincere Film!! cherished It!!❤️❤️ Such a Beautifully Skilled Story!! #HomiAda…,en,0,24,GurvinderHari6,,Angrezimedium,UrvashiRautela,,
1238148510567948288,Thu Mar 12 17:03:03 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KareenaUpdates: ""Kareena Kapoor Khan will make you realise the importance of a family. Her role is such that you will find her rude at…",en,0,22,KapoorKareena99,,,KareenaUpdates,,
1238148476698906624,Thu Mar 12 17:02:55 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @pinkvilla: #Coronavirus Scare: Delhi theatres shutdown to IMPACT #AngreziMedium, #Sooryavanshi BO; postponing release ideal 

https://t…",en,0,58,SalmanKhanMans8,,"Coronavirus, AngreziMedium, Sooryavanshi",pinkvilla,,"Gorakhpur, India"
1238148452858490881,Thu Mar 12 17:02:49 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Ciara2460: ""The surprise element is Kareena who lights up the screen with six scenes, making you want more."" - @PeepingMoon

#AngreziMe…",en,0,35,KapoorKareena99,,,"Ciara2460, PeepingMoon",,
1238148402812088320,Thu Mar 12 17:02:37 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KareenaUpdates: ""In one fabulously enacted sequence we see how angry mom Dimple Kapadia and daughter Kareena Kapoor are with one anothe…",en,0,22,sankiness,,,KareenaUpdates,,India
1238148394935148544,Thu Mar 12 17:02:35 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Ciara2460: ""Kareena Kapoor Khan will make you realise the importance of a family. Her role is such that you will find her rude at the s…",en,0,13,KapoorKareena99,,,Ciara2460,,
1238148029980348416,Thu Mar 12 17:01:08 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#CoronavirusPandemic: '#AngreziMedium', '#Sooryavanshi' to be hit as #Delhi CM shuts down theatres till March 31 

https://t.co/1o7jBufOqM",en,33,2,dna,False,"CoronavirusPandemic, AngreziMedium, Sooryavanshi, Delhi",,,India
